PRDLST_NM,BSSH_NM,PRDT_SHAP_CD_NM
데일리 밸런스 홍삼 스틱,주식회사 진산사이언스,액상
데일리 밸런스원,(주)알피바이오,캡슐
데일리 보습케어,풀무원건강생활(주),캡슐
데일리 부스터,(주)세움바이오텍,분말
데일리 부스트 팩,(주)한국씨엔에스팜,캡슐
데일리 뷰티팩,(주)서흥,캡슐
데일리 비타민C & 셀렌,풀무원건강생활(주),정
데일리 비타민C 1000,코스맥스바이오(주),정
데일리 비타민C 1000,엠에스바이오텍(주),정
데일리 비타민C 1000,동서바이오팜(주) 안성공장,정
데일리 비타민C 1000 골드 플러스,(주)에스엘에스,분말
데일리 비타민C 골드 프리미엄,이앤에스(주),분말
데일리 비타민C 분말,엔피케이(주),분말
데일리 비타민C비타민D,주)팜크로스,정
데일리 비타민D 2000IU,(주)한국씨엔에스팜,캡슐
데일리 비타민D 4000IU,(주)한풍네이처팜,캡슐
데일리 비타씨 플러스,한국바이오팜(주),분말
데일리 비타씨 플러스,한국바이오팜(주)에이치피,분말
데일리 수퍼 키즈 프로바이오틱스,(주)한국코스모,분말
데일리 슬림핏 톡톡,주식회사 코스팜,정
데일리 시크릿 밸런스 프로바이오틱스,우리바이오(주),캡슐
데일리 신바이오틱스 플러스,대원헬스케어 주식회사 2공장,분말
데일리 쑥쑥 칼슘 멀티비타민 젤리,일양약품(주),젤리
데일리 에너지 부스트,주식회사 네추럴웨이 포천 제2공장,기타
데일리 에너지 부스트 울트라,주식회사 네추럴웨이 포천 제2공장,기타
데일리 에너지 올인원 끌올팩,(주)한풍네이처팜,캡슐
데일리 에센셜,콜마비앤에이치(주)음성공장,분말
데일리 에센셜 플러스,콜마비앤에이치(주)음성공장,분말
데일리 에센셜 플러스,콜마비앤에이치(주)세종3공장,분말
데일리 오메가-3(Daily Omega-3),(주)서흥,캡슐
데일리 올인원 멀티비타민 미네랄 골드 플러스,주)팜크로스,정
데일리 올인원데이 팩,주식회사 노바렉스,캡슐
데일리 원 알티지(rTG) 오메가3,(주)세종바이오팜,캡슐
데일리 원 알티지(rTG) 오메가3 (전량수출용),(주)세종바이오팜,캡슐
데일리 유산균,콜마비앤에이치(주)음성공장,분말
데일리 유산균 & 혈당케어,주식회사 락토메이슨,캡슐
데일리 유산균 P417,(주)대웅제약 2공장,분말
데일리 이너클린,(주)비오팜,정
데일리 이뮨 멀티비타민 구미,(주)서흥헬스케어 2공장,젤리
데일리 이소플라본,풀무원건강생활(주),정
데일리 젤리스틱 알로에 이뮨,(주)알피바이오,젤리
데일리 중성비타민C,엔피케이(주),정
데일리 채움 프로바이유산균,(주)허브큐어,캡슐
데일리 철분 츄어블,코스맥스엔비티(주),캡슐
데일리 철분&엽산,(주)비오팜,캡슐
데일리 초임계 쏘팔&옥타,일양약품(주),캡슐
데일리 초임계 쏘팔&옥타 라이코펜,일양약품(주),캡슐
데일리 초임계 알티지 오메가3,(주)한국씨엔에스팜,캡슐
데일리 츄어블,파이토지노믹스 주식회사,정
데일리 츄어블,코스맥스엔비티(주),정
데일리 츄어블 프로폴리스,(주)한국코스모,캡슐
데일리 츄어블 프로폴리스,이앤에스(주),캡슐
데일리 카테킨 톡 자몽맛&블랙티맛,에프엔바이오(주),정
데일리 케어 비타민C 1000,코스맥스바이오(주),분말
데일리 코엔자임 큐텐,우리바이오(주),캡슐
데일리 퀸 백수오,(주)한국씨엔에스팜,캡슐
데일리 키즈 프로바이오틱스,(주)서흥,분말
데일리 퍼팩트 멀티비타민&미네랄,(주)유유헬스케어,정
데일리 퍼팩트 멀티비타민&미네랄,(주)케이에이치앤비,정
데일리 프로바이오틱스,(주)락토메이슨 제3공장,캡슐
데일리 프로바이오틱스,풀무원건강생활(주),분말
데일리 프로바이오틱스(Daily Probiotics) <전량수출용>,일동바이오사이언스(주),분말
데일리 프로젝트 비타민D 5000IU,(주)알피바이오,캡슐
데일리 혈당,(주)대웅제약 2공장,분말
데일리 혈행케어 rTG오메가3,(주)한풍네이처팜,캡슐
데일리 홍삼정,풍기특산물영농조합법인,액상
데일리 화이버 플러스,코스맥스엔비티(주),분말
데일리 휴그린바이오,(주)오투바이오,분말
데일리21 멀티비타민,콜마비앤에이치(주)세종3공장,정
데일리C 1000,이앤에스(주),정
데일리C맥스2000,(주)한국씨엔에스팜,분말
데일리D 2000IU,주식회사 노바렉스,정
데일리가드 12종 혼합유산균(DailyGuard 12 Probiotics Blend) <전량수출용>,일동바이오사이언스(주),분말
데일리그린 슈퍼관절,(주)한국씨엔에스팜,정
데일리녹차카테킨,주식회사 청안오가닉스,정
데일리라이트 눈건강 루테인 지아잔틴 미니,우리바이오(주),캡슐
데일리라이트 쏘팔메토 옥타코사놀,주식회사한미양행,캡슐
데일리루테인비타민C 프리미엄 골드,엠에스바이오텍(주),분말
데일리마그네슘,광동헬스바이오(주) 2공장,정
데일리면역클래스,(주)한국인삼내츄럴,액상
데일리미라클(Daily Miracle),주식회사 코스팜,환
데일리바이탈리티,(주)쎌바이오텍,캡슐
데일리밸런스,(주)유유헬스케어,정
데일리베스트 N-아세틸 MSM,이앤에스(주),정
데일리베스트 맥스칼,이앤에스(주),정
데일리베스트 멀티비타민 미네랄,이앤에스(주),정
데일리베스트 종합비타민 미네랄 츄잉정,이앤에스(주),정
데일리베스트키드웰칼슘앤비타민,이앤에스(주),정
데일리베이스 건조효모비타민B,코스맥스바이오(주),정
데일리베이스 건조효모비타민B,주식회사 노바렉스,정
데일리베이스 건조효모비타민D,코스맥스바이오(주),캡슐
데일리베이스 비오틴·아연,주식회사 노바렉스,캡슐
데일리베이스 비타민D3 2000IU,주식회사 노바렉스,정
데일리베이스 알티지오메가3 1000,주식회사 노바렉스2공장,캡슐
데일리베이스 칼슘·마그네슘·비타민 디,코스맥스바이오(주),정
데일리베이스 칼슘·마그네슘·비타민D+K2,주식회사 노바렉스,정
데일리베이스 코엔자임Q10·엽산,주식회사 노바렉스2공장,캡슐
데일리베이스 코엔자임Q10·엽산,코스맥스바이오(주),캡슐
데일리베이스 테아닌·엽산(활성형)·홍경천추출물,코스맥스바이오(주),정
데일리베이스루테인·밀크씨슬,코스맥스바이오(주),캡슐
데일리베이스비오틴•아연,코스맥스바이오(주),캡슐
데일리부스터,(주)바이오 로제트,분말
데일리부스터,콜마비앤에이치(주)음성공장,분말
데일리뷰티셀,(주)한풍네이처팜,캡슐
데일리뷰티스킨케어 히알루론산,일양약품(주),정
데일리비오틴,(주)한국씨엔에스팜,정
데일리비타 발포멀티비타민 레몬맛,맥널티바이오(주),분말
데일리비타 발포멀티비타민 오렌지맛,맥널티바이오(주),분말
데일리비타민,일양약품(주),정
데일리비타민,주)팜크로스,정
데일리비타민C,(주)한국씨엔에스팜,정
데일리비타민C,(주)바이오 로제트,정
데일리비타민D3 1000,엔피케이(주),정
데일리비타밸런스,엠에스바이오텍(주),정
데일리오메가미니,코스맥스바이오(주),캡슐
데일리온 비타민D 2000IU,(주)비오팜,정
데일리원 홍삼스틱,(주)고려원인삼,액상
데일리원6년근홍삼스틱,농업회사법인지에이치내츄럴,액상
데일리원멀티비타민&미네랄,광동헬스바이오(주) 2공장,정
데일리원우먼멀티비타민미네랄,풀무원건강생활(주),캡슐
데일리이너프 리버케어 밀크씨슬,엔피케이(주),정
데일리이너프 멀티비타민텐,엔피케이(주),정
데일리이너프 생생 비타민씨,엔피케이(주),정
데일리이너프 아이케어 루테인,엔피케이(주),캡슐
데일리이너프 코랄칼슘 앤 미네랄,엔피케이(주),정
데일리젤리스틱 멀티비타민 & 에센셜,주식회사 노바렉스,젤리
데일리젤리스틱 알로에 이뮨 & 슈가컷,(주)알피바이오,젤리
데일리철분&엽산,주)팜크로스,캡슐
데일리칼슘,풀무원건강생활(주),분말
데일리칼슘212,풀무원건강생활(주),분말
데일리칼슘365,엠에스바이오텍(주),정
데일리칼슘마그네슘비타민D,엔피케이(주),정
데일리컷 다이어트,(주)허브큐어,정
데일리컷 비움 다이어트,(주)허브큐어,정
데일리컷 젤리,(주)서흥헬스케어,젤리
데일리케어 맑은류,풀무원건강생활(주),액상
데일리케어톡 프리미엄 엠에스엠(MSM)100,디에이치팜(주),정
데일리코어 가르시니아 다이어트,콜마비앤에이치(주)음성공장,정
데일리코어 감마리놀렌산 보라지유,주식회사 노바렉스2공장,캡슐
데일리코어 녹차카테킨 다이어트,주식회사한미양행,정
데일리코어 루테인아스타잔틴,콜마비앤에이치(주)음성공장,캡슐
데일리코어 루테인지아잔틴 아스타잔틴,주식회사 노바렉스2공장,캡슐
데일리코어 리포좀 비타민C,주식회사 노바렉스,정
데일리코어 마그네슘,주식회사 노바렉스,정
데일리코어 멀티비타민,코스맥스엔비티(주),정
데일리코어 멀티비타민,주식회사한미양행,정
데일리코어 면역 앤 프로바이오틱스,콜마비앤에이치(주)음성공장,분말
데일리코어 뮤코다당단백 콘드로이친,주식회사 노바렉스,정
데일리코어 밀크씨슬,콜마비앤에이치(주)세종3공장,정
데일리코어 비오틴 5000,주식회사 노바렉스,정
데일리코어 비타민C,주식회사한미양행,분말
데일리코어 비타민C,(주)세움바이오텍,분말
데일리코어 슬림컷&간케어,주식회사 노바렉스,정
데일리코어 식물성 rTG오메가3,주식회사 노바렉스2공장,캡슐
데일리코어 쏘팔메토 맥스,주식회사한미양행,캡슐
데일리코어 쏘팔메토 옥타코사놀,주식회사 노바렉스2공장,캡슐
데일리코어 알티지 오메가 1000,(주)한국씨엔에스팜,캡슐
데일리코어 오메가3,주식회사한미양행,캡슐
데일리코어 위건강 그린세라,(주)천호엔케어,액상
데일리코어 징코 은행잎추출물,주식회사 노바렉스,정
데일리코어 차전자피 식이섬유,한국바이오팜(주),분말
데일리코어 초임계 알티지 오메가3 1000,엔피케이(주),캡슐
데일리코어 칼슘마그네슘D 망간,주식회사한미양행,정
데일리코어 코큐텐 맥스,주식회사 노바렉스2공장,캡슐
데일리코어 프로폴리스 아연,주식회사한미양행,캡슐
데일리코어 프로폴리스 아연,주식회사 노바렉스,정
데일리코어 히알루론산,주식회사 노바렉스2공장,캡슐
데일리쾌변,주식회사 코스팜,과립
데일리턴 브이,주식회사 노바렉스,정
데일리포좀C* 이뮨 멀티비타민,(주)서흥헬스케어,기타
데일리프리미엄스틱,고려인삼과학주식회사,액상
데일리픽 루테인&오메가 케어,(주)비오팜2공장,캡슐
데일리픽 밀크씨슬 케어,(주)비오팜,정
데일리픽 비타민 D 3000IU 케어,(주)비오팜2공장,캡슐
데일리픽 비타민B 플렉스 케어,주식회사 뉴트리플래닛,정
데일리픽 비타민C 1000 케어,(주)에스엘에스,정
데일리픽 쏘팔메토 케어,이앤에스(주),캡슐
데일리픽-큐 이뮨(Dailypick-Q Immune),(주)서흥,캡슐
데일리홍삼진액플러스,대동고려삼(주),액상
데일비,(주)청명자연과학,환
데일비,코스맥스엔비티(주),분말
데일비,노비스바이오(주),과립
데커신더블업,코스맥스바이오(주),정
덴디돌,(주)서흥,정
덴라이프 100억 유산균,주식회사 상상바이오,캡슐
덴마크 락토지지(LactoGG) 유산균,주식회사 노바렉스,분말
덴마크 유산균 골드,엠에스바이오텍(주),캡슐
덴마크 유산균 빌리지,주식회사 에이원바이옴,캡슐
덴마크 유산균 이뮨 플러스,엠에스바이오텍(주),캡슐
덴마크 유산균 핑크,엠에스바이오텍(주),캡슐
덴마크 유산균이야기 우먼 (Denmark Probiotics Story Women),(주)빅솔 반월공장,캡슐
덴마크 콘드로이친 이야기,(주)서흥,정
덴마크 프로X,엠에스바이오텍(주),캡슐
덴마크유산균 키즈락 밸런스,척척바이오랩(주),분말
덴마크유산균 퍼스트락,척척바이오랩(주),분말
덴키스,주식회사한미양행,정
덴키스 키즈,주식회사한미양행,정
덴타탁 파워,(주)한풍네이처팜,정
덴타탁 프라임,주식회사 뉴트리플래닛,정
덴탈케어,(주)웰레스트,정
덴탈케어 자일리톨,(주)뉴팜,분말
덴탈프린스,엔피케이(주),정
덴톤플렉스 에프 캡슐,주식회사 제이비케이랩,캡슐
덴트폴리스,한국바이오팜(주)에이치피,캡슐
덴티 조이 키즈,(주)메디오젠 충주공장,정
덴티 케어락,(주)메디바이오랩,정
덴티 킹,(주)생명과학,캡슐
덴티 프로락 골드,(주)메디바이오랩,정
덴티레시피,주)팜크로스,정
덴티마마 올라잇 유산균 민트맛,(주)메디오젠 충주공장,분말
덴티마마 올라잇 유산균 애플맛,(주)메디오젠 충주공장,분말
덴티모어 임플타민,엔피케이(주),정
덴티부심 구강케어 앤 프로폴리스,광동헬스바이오(주) 2공장,정
덴티솔루션,주식회사 네추럴웨이,정
덴티에센셜,광동헬스바이오(주) 2공장,캡슐
덴티엔파워,(주)일화,정
덴티오스 덴티오프로,(주)유유헬스케어,정
덴티이큐,일양약품(주),정
덴티칼슘 플러스,주식회사 코스팜,정
덴티케어,풀무원건강생활(주),정
덴티케어 츄어블,(주)비오팜,정
덴티케어 플렉스,우리바이오(주),정
덴티큐포르테,엠에스바이오텍(주),정
덴티킹+,(주)생명과학,분말
덴티파워,(주)신비바이오,정
덴티페스타,엔피케이(주),정
덴티프로,(주)생명과학,정
덴티플라 구강케어 정,주식회사 노바렉스,정
덴티플렉스 캡슐,주식회사 제이비케이랩,캡슐
덴티플렉스 캡슐 플러스,주식회사 제이비케이랩,캡슐
덴틱스,콜마비앤에이치(주)세종3공장,분말
덴포하이,(주)서흥,정
덴프락(DENPLAC) 7종 혼합유산균분말Ⅱ,척척바이오랩(주),분말
덴프락(DENPLAC)3종 혼합유산균분말,척척바이오랩(주),분말
덴프락(DENPLAC)3종혼합유산균분말,(주)빅솔 반월공장,분말
덴프락(DENPLAC)6종 혼합유산균 분말,척척바이오랩(주),분말
덴프락(DENPLAC)7종 혼합유산균 분말,척척바이오랩(주),분말
